48,91775;24,71756;tourism;hotel;Надія;;
47,98241;37,78083;tourism;attraction;Жертвам фашизму;;
46,42113;30,71054;shop;car;;;
48,40521;39,13683;shop;convenience;;;
50,20036;30,68052;tourism;motel;База відпочинку "Ярина";;
48,00529;37,74775;tourism;hotel;Аврора;;
46,89426;37,08551;shop;convenience;;;
50,45175;30,45272;shop;supermarket;Продукти;;
48,87507;37,63105;shop;convenience;;;
50,58728;30,49461;shop;supermarket;EKO;;
50,58664;30,49463;shop;supermarket;Varus;;
50,50868;30,42391;shop;car;;;
50,50947;30,41734;shop;kiosk;;;
50,51057;30,41989;shop;supermarket;Сільпо;;
50,51224;30,41228;shop;supermarket;Еко-Маркет;;
44,5944;33,80793;tourism;attraction;Мангуп Кале;;
50,44748;30,62774;shop;optician;fielman;;
44,96012;35,25211;tourism;museum;Дом-музей Волошина;Морская,43;
44,96193;35,24726;shop;outdoor;;;
48,00924;37,79604;tourism;hotel;Ева;;
50,46691;30,51109;tourism;hostel;Ярослав;;
48,46522;35,04641;amenity;fast_food;McDonald's;Дмитра Яворницького проспект,52;
50,44011;30,5084;shop;tobacco;Goza Smoke Bar;Тарасівська вулиця,3;
50,46867;30,48479;leisure;pitch;;;
50,4614;30,4483;shop;hairdresser;Колібрі;;
50,46144;30,4785;shop;supermarket;Господарочка;;
50,44398;30,51555;tourism;museum;;;
50,44679;30,45187;shop;supermarket;Фора;;
50,43333;30,50532;sport;skating;Ролердром «Пантера»;;
44,60105;33,52291;tourism;hotel;Украина;Гоголя улица,2;
51,5021;28,70728;tourism;viewpoint;;;
51,59609;28,96657;tourism;viewpoint;;;
51,68569;30,53959;tourism;viewpoint;;;
51,29459;30,56078;tourism;viewpoint;;;
52,0037;25,23448;tourism;viewpoint;;;
50,43635;30,55641;shop;kiosk;;;
50,43587;30,55749;shop;kiosk;;;
50,43224;30,55768;tourism;museum;Музей Івана Гончара;;
50,43141;30,55763;shop;kiosk;;;
50,43111;30,55798;shop;kiosk;Брама;;
50,41023;30,68748;leisure;fitness_station;;;
50,40167;30,63639;shop;supermarket;ЕкоМаркет;;
50,40283;30,63345;shop;convenience;Башта Плюс;;
50,40321;30,63334;shop;hairdresser;;;
50,41705;30,54869;shop;convenience;Натур Бутік;;
50,4188;30,5475;shop;supermarket;Експрес;;
50,52269;30,45149;shop;supermarket;Сільпо;;
50,40858;30,63998;shop;florist;Ірис;;
48,46244;35,04663;shop;furniture;Vis Casa;;
45,40258;35,86313;tourism;attraction;Крымская солнечная ЭС;;
45,34338;36,23596;tourism;attraction;Маяк;;
45,15026;35,93053;tourism;attraction;Грязевой вулкан Джау-Тепе;;
45,42677;35,81614;shop;convenience;Продуктовый киоск;;
45,42772;35,81873;shop;toys;Детские товары;;
45,42997;35,82255;shop;convenience;Фуршетик;;
45,42957;35,82254;shop;bicycle;Щёлкинский городской клуб спортивного велотуризма;;
45,42936;35,82203;shop;travel_agency;Турбюро;;
45,42883;35,82302;shop;hifi;Электробыт;;
45,42941;35,82353;shop;florist;Цветы;;
45,4292;35,82362;shop;kiosk;Газеты;;
45,42915;35,82354;shop;kiosk;Музыкальный магазин;;
45,42921;35,82203;shop;supermarket;Стройматериалы, сантехника;;
45,43142;35,82129;tourism;theme_park;Аттракционы;;
45,43144;35,81983;leisure;common;Караоке;;
45,44024;36,07425;tourism;camp_site;;;
45,43909;36,07397;tourism;picnic_site;;;
45,36913;35,97946;tourism;picnic_site;Олина поляна;;
45,49799;32,87434;tourism;attraction;Полуостров Тарханкут;;
45,44828;35,82981;tourism;hotel;;;
50,45572;30,61781;shop;clothes;Взуття;;
50,45404;30,61893;shop;doityourself;Господарчі товари;;
48,46215;35,04623;shop;electronics;Siemens;;
50,42553;30,49159;shop;supermarket;Фора;;
45,02221;35,38937;amenity;grave_yard;Могила Айвазовского;;
45,03203;35,38103;tourism;museum;Музей О.Гріна;;
47,67691;37,42498;tourism;museum;Великоанадольский Музей Леса;;
49,58956;34,55117;tourism;attraction;Монумент Слави;;
49,97176;36,305;shop;furniture;Sun City;;
50,43784;30,53591;shop;car;Тойота Україна;;
50,4283;30,53895;shop;toys;Антошка;Лесі Українки бульвар,19/16;
50,42913;30,53763;shop;shoes;Інтертоп;Лесі Українки бульвар;
50,41245;30,66006;shop;supermarket;Фора;;
49,23243;28,4258;shop;kiosk;ОККО;600-річчя вулиця,5;
48,76414;35,27034;shop;yes;Amic Energy;;
50,41345;30,52563;shop;mall;Інтервал-Плаза;Велика Васильківська вулиця,143;
50,509;30,50641;shop;ticket;Залізнична каса;;
50,40736;30,66604;shop;supermarket;Фуршет;;
48,46327;35,04708;shop;stationery;;;
49,37649;40,14664;tourism;theme_park;;;
45,00053;35,06277;tourism;attraction;Сурп-Хач;;
50,33624;26,66229;shop;supermarket;Фуршет;;
50,44091;30,52225;shop;boutique;Chanel;Басейна вулиця;
50,44747;30,44857;shop;convenience;Продукти;;
50,42604;30,49124;shop;kiosk;;;
48,4651;35,04415;shop;chemist;Єва;;
49,83475;23,97513;shop;convenience;ОККО №67;;
48,45712;35,06217;tourism;hotel;Академия;;
50,33196;26,64779;shop;clothes;;;
50,33342;26,64761;shop;stationery;Ломбард;;
50,33345;26,64742;shop;convenience;;;
50,33307;26,64751;shop;shoes;;;
50,33302;26,6475;shop;hairdresser;Валерия;;
50,36816;30,45866;shop;books;Буква;;
49,80517;23,99709;tourism;hotel;Супутник;;
50,42222;30,54223;shop;doityourself;Чиста вода;;
49,53;25,6035;sport;climbing;;;
48,28982;25,93655;shop;jewelry;Ювелір Капітал;;
50,24522;28,63842;shop;kiosk;Чернігівське;;
50,24518;28,63922;shop;kiosk;Брусилівські ковбаски;;
50,25368;28,66513;shop;supermarket;Квартал;;
50,2529;28,66578;tourism;artwork;Корольову Сергію;Корольова майдан;
50,25015;28,6676;shop;craft;Вінні;;
50,25151;28,66977;tourism;artwork;О.С. Пушкін;;
50,25405;28,66212;shop;cheese;Марципан;;
48,43134;22,68755;tourism;attraction;Замок Паланок;;
50,41964;30,52112;shop;hairdresser;Салон Татуажа;;
50,25779;28,66354;shop;clothes;Раса;;
50,25814;28,66348;shop;clothes;Glance;;
50,25732;28,66402;shop;convenience;Юна-Маркет;;
50,25796;28,66342;shop;garden_centre;Природа;;
50,25986;28,6623;shop;alcohol;Житомирська на бруньках;;
50,25943;28,66242;shop;clothes;Сток Секонд Хенд;;
50,2569;28,6644;shop;chemist;;;
50,2569;28,66377;shop;books;Світ Книг;;
50,25506;28,65909;shop;mobile_phone;Vodafone;;
50,25638;28,66202;shop;kiosk;;;
50,25657;28,66041;shop;convenience;Томос;;
50,25618;28,66026;shop;electronics;Ремонт телефонів;;
50,25306;28,65811;shop;bakery;;;
50,25212;28,65712;shop;kiosk;;;
50,2523;28,65715;shop;convenience;Гастроном;;
50,2548;28,65926;shop;chemist;№ 127;;
50,26065;28,66143;shop;kiosk;;;
50,28103;28,65541;shop;convenience;Світанок;;
50,2801;28,65319;shop;convenience;Продукти;;
50,2645;28,65832;shop;convenience;Продукти;Покровська вулиця,47;
50,26857;28,65753;shop;furniture;Прогрес;;
50,26865;28,65749;shop;mall;Новобуд;;
50,25219;28,6577;shop;supermarket;ЕКО;;
50,40339;30,63691;shop;dairy;;;
50,40403;30,63779;shop;hairdresser;Перукарня;;
50,40746;30,6399;shop;bakery;Київхліб;;
50,40752;30,63967;shop;kiosk;;;
50,40764;30,63978;shop;kiosk;Преса;;
50,40807;30,64003;shop;convenience;Фора;Драгоманова вулиця,19;
50,40862;30,63982;shop;computer;Комп'ютери та офісна техніка;;
50,40919;30,63953;shop;clothes;Humana;;
50,40826;30,63976;shop;casino;Метро Джекпот;;
47,84735;35,23787;shop;supermarket;Амстор-Сільпо;;
50,4041;30,52364;shop;supermarket;Еко-Маркет;;
48,2948;25,93672;shop;jewelry;Діадема;;
50,4825;30,63149;shop;supermarket;Фора;;
50,42435;30,47124;shop;beverages;Пиво Сіті;;
50,42268;30,46836;shop;convenience;;;
48,44958;35,05925;shop;butcher;Ювілейний;;
50,44931;30,44116;sport;10pin;;;
50,44928;30,44128;sport;skating;;;
48,28727;25,93385;shop;books;Будинок книги;;
48,2775;25,94376;tourism;hotel;Буковина;;
50,4331;30,47717;shop;sports;Атлантида;;
50,43274;30,47904;shop;kiosk;Квіти і Кава;Митрополита Василя Липківського вулиця;
50,3883;30,49155;shop;kiosk;;;
50,38821;30,48941;leisure;sports_centre;Sakura-Fit;Сєченова вулиця,7а;
50,38809;30,49184;shop;kiosk;;;
50,38882;30,49604;shop;supermarket;Фора;;
48,45669;35,06174;shop;chemist;ProStor;;
50,45075;30,51016;shop;stationery;Сократ;;
50,44276;30,53273;shop;convenience;;;
50,43793;30,51397;shop;sports;Вело драйв;;
50,43966;30,51409;shop;chemist;Watsons;;
50,43989;30,51465;shop;money_lender;Кредит маркет;;
50,43891;30,51394;shop;florist;Deli fleur;;
50,44546;30,53557;shop;garden_centre;;;
50,44643;30,53376;shop;convenience;Чумацький шлях;;
50,43813;30,5062;shop;convenience;Гастроном;;
50,44067;30,50813;shop;kiosk;;;
50,44111;30,5057;shop;kiosk;;;
50,44138;30,50358;tourism;hotel;Знання;;
48,59248;39,39801;shop;convenience;;;
50,4404;30,50949;shop;houseware;;;
50,5033;30,4454;leisure;playground;;;
50,50379;30,44629;leisure;playground;;;
50,5038;30,44461;leisure;playground;;;
50,50173;30,44298;leisure;playground;;;
50,50106;30,44326;leisure;playground;;;
50,50211;30,44683;leisure;playground;;;
48,55088;39,33096;shop;supermarket;Абсолют;;
48,55862;39,31872;shop;supermarket;Абсолют;Оборонна вулиця,9;
50,44878;30,51261;tourism;artwork;Кіт Пантелеймон;;
50,45061;30,51038;shop;kiosk;;;
50,4015;30,62381;shop;hairdresser;Жасмин;;
50,40124;30,6239;shop;clothes;;;
48,47691;34,66656;shop;convenience;Ветерок;;
48,47457;34,66756;shop;doityourself;Будивельник;;
48,47465;34,66751;shop;stationery;Оливець;;
48,47404;34,66788;shop;convenience;Маяк;;
48,47301;34,6721;shop;supermarket;Малинка;;
48,47349;34,67288;shop;hardware;1000 мелочей;;
48,47026;34,6728;shop;doityourself;Пирамида;;
48,46949;34,67204;shop;convenience;Берёзка;;
48,47072;34,6703;shop;doityourself;Дом торговли;;
48,46999;34,66862;shop;convenience;Южный;;
48,47018;34,66855;shop;doityourself;Латакия;;
48,47523;34,67015;shop;shoes;Светлана;;
48,47601;34,66692;shop;shoes;Одежда;;
48,47236;34,66878;shop;shoes;Ритм;;
49,8014;35,76409;shop;supermarket;;;
48,4659;34,68568;shop;supermarket;АТБ;;
48,93479;23,47984;amenity;restaurant;Лев;;
50,40311;30,62387;shop;convenience;;;
50,40252;30,62664;shop;clothes;Маленька Єва;;
50,4024;30,62732;shop;optician;Оптика;;
50,40242;30,62745;shop;furniture;Merx;;
50,40246;30,62762;shop;convenience;;;
50,40264;30,62834;shop;clothes;Miss Active;;
50,40296;30,6296;shop;clothes;;;
48,47729;34,66857;shop;hairdresser;Парихмахерская;;
48,47883;34,66488;shop;stationery;Книги;;
48,47942;34,6646;shop;doityourself;Окна,двери,балконы;;
48,48218;34,66332;shop;convenience;Продукты;;
48,47747;34,66546;shop;hairdresser;Ева;;
48,47674;34,66575;shop;toys;Детский мир;;
48,4757;34,66634;shop;computer;Компьютерная техника;;
48,47739;34,66906;shop;convenience;Астра;;
48,47526;34,67173;shop;convenience;Луч;;
48,47768;34,66535;shop;doityourself;Мастер;;
48,43385;24,53784;amenity;restaurant;Мисливець;;
48,43296;24,53847;tourism;hotel;Карпати;;
48,43342;24,54168;tourism;hotel;Гомін Прута;;
48,43324;24,55043;tourism;hotel;Ярсон;;
48,43371;24,55129;tourism;hotel;Первоцвіт;;
48,43472;24,52008;tourism;hotel;;;
48,42986;24,53483;tourism;hotel;Замок;;
48,44947;24,55738;tourism;hotel;Мрія;;
48,55585;39,32615;shop;supermarket;Spar;Курчатова вулиця,7;
48,53181;39,33263;shop;car;Авторынок;;
48,55541;39,35385;shop;car_repair;;;
48,55973;39,26364;shop;car;;;
48,51325;39,2976;shop;car_repair;СТО ООО "Богдан авто";Мадридська вулиця,1а;
44,45773;34,13818;tourism;viewpoint;;;
44,46689;34,14389;tourism;information;Солнечная (Царская) тропа;;
44,49412;33,63855;tourism;attraction;Объект 100;;
44,52874;33,61647;shop;alcohol;Фирменный магазин «Шампанерия»;Крестовского улица,66;
48,15886;24,2798;tourism;hotel;Лісова казка;;
49,21251;28,42958;shop;bicycle;ВелоДрим;;
44,4354;34,01997;sport;BASE;Нишан-Кая;;
48,94371;38,97955;tourism;viewpoint;;;
48,53828;39,29971;shop;car_repair;СТО Континенталь;;
48,53864;39,32511;shop;car_repair;;;
48,5498;39,35364;shop;car_repair;Шиномонтаж;;
50,39764;30,63902;shop;supermarket;Сільпо;;
50,39769;30,63814;shop;clothes;;;
50,39793;30,63851;shop;sports;Стайер;;
50,39755;30,6385;shop;books;Емпік;;
50,09559;36,79771;leisure;marina;;;
44,59931;33,49617;tourism;guest_house;София;улица Декабристов,26;
44,42741;33,70086;tourism;viewpoint;;;
53,96507;24,70301;tourism;information;Rakai (LT) - Пяцюлеўцы (BY);;
50,43987;30,51761;shop;confectionery;Майстерня карамелі;;
48,44207;38,80027;shop;convenience;;;
48,28597;38,9965;tourism;museum;guerillas camp;;
48,39144;39,16594;shop;convenience;;;
50,13129;30,65688;shop;supermarket;Велмарт;;
49,78991;30,89356;shop;convenience;;;
50,43763;30,4625;leisure;sports_centre;ДЮСШ №5;;
50,44045;30,46134;leisure;sports_centre;Спортклуб «Гармонія»;;
47,98809;37,80222;shop;bicycle;Lider;;
50,34779;30,54446;shop;chemist;AmWay;;
45,02885;35,38217;tourism;hotel;Лидия;;
50,43427;30,4544;shop;hardware;AllTels;;
50,43232;30,45525;shop;supermarket;Сільпо;;
50,43208;30,45566;shop;shoes;EVA;;
51,24075;33,21186;tourism;hotel;Україна;Миру проспект,2;
51,24084;33,21309;shop;department_store;;;
48,28772;25,93816;shop;books;Лучаферул;;
47,83457;35,1247;leisure;sports_centre;Школа Высшего спортивного мастерства;;
47,84629;35,13557;tourism;attraction;Запорізький цирк;Рекордна вулиця,41;
47,84252;35,13138;shop;supermarket;Украина;;
50,44735;30,49437;shop;supermarket;Сільпо;Олеся Гончара вулиця,96;
50,44831;30,49331;shop;fabric;Світ тканин;Дмитрівська вулиця;
50,46841;30,51323;shop;copyshop;;;
50,46266;30,51882;shop;supermarket;Сільпо;Петра Сагайдачного вулиця,41;
50,4195;30,54051;shop;chemist;Грузинский ресторан;;
50,48598;30,63149;shop;convenience;Фора;;
50,48274;30,63208;leisure;sports_centre;Лемон;;
50,48267;30,63299;amenity;bureau_de_change;;;
50,48465;30,63962;amenity;atm;;;
50,48792;30,62992;shop;convenience;Фора;Маршала Жукова вулиця,55;
50,42609;30,54031;shop;sports;Спортмайстер;;
48,12665;38,79319;tourism;museum;Музей-Миус;;
43,54947;40,63186;tourism;viewpoint;Кутехеку 2;;
43,55929;40,65523;tourism;viewpoint;Озерный;;
51,34359;25,85182;shop;clothes;Салон білизни "Грація";;
51,34144;25,85331;shop;hairdresser;Вікторія;;
51,34202;25,8473;tourism;artwork;Мати і дитя;;
50,45359;30,52158;shop;computer;iShop;;
50,50081;30,58579;shop;supermarket;АТБ-Маркет;;
50,49807;30,57729;shop;optician;Амазис;;
50,49831;30,57722;shop;hairdresser;Салон краси «О'ля-ля»;;
51,34649;25,84887;shop;hairdresser;Світлана;;
51,3464;25,84892;shop;hairdresser;Лілея;;
50,50026;30,57909;leisure;playground;;;
50,49915;30,57987;leisure;playground;;;
50,49922;30,57813;leisure;playground;;;
48,28757;25,93947;leisure;sports_centre;Тенісний клуб "ACE";Чернівці, Ольги Кобилянської вулиця, 47а;
46,1554;30,33984;shop;kiosk;;;
46,13508;30,38286;shop;kiosk;;;
46,13369;30,38397;shop;kiosk;Аптека;;
46,13157;30,38502;tourism;viewpoint;;;
46,13096;30,3854;shop;kiosk;;;
46,10824;30,38038;shop;kiosk;;;
46,02394;30,35869;shop;convenience;;;
46,02378;30,35856;shop;bakery;;;
46,02398;30,35835;shop;butcher;;;
46,01542;30,36498;shop;kiosk;;;
46,01453;30,36551;shop;kiosk;;;
46,01448;30,3655;shop;kiosk;;;
46,01443;30,36551;shop;kiosk;;;
46,01437;30,36554;shop;kiosk;;;
50,43765;30,51035;shop;convenience;Пчёлка;;
50,36315;25,71612;tourism;attraction;Тараканівський форт;;
47,83732;35,12846;leisure;playground;;;
46,41286;30,26652;shop;convenience;;;
44,58954;33,46097;tourism;hotel;отель Морской;Октябрьской Революции проспект,44;
44,5976;33,48863;shop;supermarket;Центральный универмаг;;
44,60197;33,49985;shop;bicycle;Велотур;Пожарова улица,21;
50,49776;30,58432;leisure;playground;;;
50,49781;30,58411;leisure;playground;;;
50,4087;30,40385;shop;supermarket;АТБ;Київ, Симиренка вулиця, 17 А;
50,43557;30,453;shop;convenience;;;
50,50351;30,58261;leisure;playground;;;
48,15235;39,24164;shop;convenience;;;
48,32306;25,94828;shop;supermarket;Караван;;
48,26757;25,94047;shop;supermarket;Колос;;
48,54884;39,32959;shop;supermarket;тц. Аврора;;
50,4561;30,49431;shop;florist;Au Nom de la Rose;Гоголівська вулиця;
50,41906;30,65635;shop;convenience;;;
50,41896;30,65629;shop;yes;Фото;;
50,42375;30,6029;shop;convenience;;;
50,42672;30,60178;shop;convenience;Гудоли;;
50,42021;30,68712;shop;convenience;Гастроном;Поліська вулиця,14;
47,852;35,11588;shop;supermarket;Брусничка;Соборний проспект,208;
47,85241;35,11377;shop;supermarket;Сільпо;;
47,84261;35,13059;shop;supermarket;Сільпо;;
47,81806;35,17426;shop;supermarket;Брусничка;;
47,88857;35,06328;shop;convenience;АКШЕН;Товариська вулиця,37а;
47,88459;35,07345;shop;supermarket;Торро;Бородинська вулиця,7;
50,41661;30,64429;shop;supermarket;АТБ;;
50,68948;29,53382;shop;kiosk;;;
48,31763;25,93999;shop;supermarket;Гіпермаркет "Епіцентр";;
50,42194;30,6421;shop;kiosk;Продукти;Ревуцького вулиця,5;
49,17686;28,50441;shop;convenience;Апельсин;;
50,46368;30,49323;shop;convenience;;;
50,46375;30,49332;shop;convenience;;;
50,46354;30,49319;shop;convenience;;;
50,46349;30,49319;shop;convenience;;;
50,46524;30,49302;shop;convenience;;;
44,51774;34,18707;tourism;attraction;Масандрівський винний завод;Винодела Егорова улица,9;
51,28178;34,29204;shop;convenience;;;
51,27512;34,29642;shop;tyres;;;
50,92684;34,75447;shop;tyres;;;
50,09346;36,24489;shop;tyres;;;
50,09394;36,247;shop;car_repair;;;
50,1049;36,26929;shop;car_repair;;;
50,11238;36,269;tourism;hotel;Теремок;;
50,44855;30,59079;shop;sports;Екіп;;
48,02213;37,80438;tourism;hotel;Шахтар;;
49,7536;31,47318;shop;variety_store;Червоний маркет;;
49,088;22,56571;tourism;attraction;Пам'ятний знак на місці трифінії;;
46,80263;36,65597;tourism;hotel;Мотель;;
44,80615;34,45714;tourism;attraction;Каскады;;
44,83194;34,79063;tourism;hotel;Пансионат "Крошка Енот";Сиреневая улица,16;
50,49339;30,4066;shop;supermarket;АТБ магазин продукти-910;;
50,42611;30,45654;tourism;information;Вулиця Мартиросяна;;
49,47704;31,99562;tourism;hotel;Україна;;
50,40657;30,62825;shop;supermarket;Велика Кишеня;Петра Григоренка проспект,26;
48,29227;25,93285;shop;supermarket;Колос;;
49,6908;24,22159;tourism;attraction;Бухта Вікінгів;;
48,28984;25,98358;tourism;museum;Музей Народної Архітектури;;
49,51828;23,20343;tourism;hotel;;;
49,40329;26,99026;shop;furniture;;;
49,40411;26,99014;shop;convenience;;;
49,23207;28,43282;shop;hairdresser;Еліз;;
50,89103;34,80181;shop;supermarket;;;
49,23883;28,49366;shop;convenience;Гроно;;
48,15996;24,46801;tourism;information;;;
48,16817;24,43624;tourism;information;;;
44,84007;34,99261;tourism;hotel;Kodak Sudak;;
44,84842;34,97441;tourism;hotel;Форум;;
44,84521;34,97411;tourism;hotel;Royal;;
44,42076;34,05328;tourism;hotel;Mare Nero;Фрунзе улица,1А;
44,61336;33,52051;tourism;hotel;Best Western Севастополь;;
44,58672;33,45435;tourism;hotel;Ярд;;
49,23695;28,49384;shop;interior_decoration;Світлоград;;
49,23993;28,4931;shop;kiosk;Цигарки;;
49,93056;28,60481;shop;convenience;Коптилка "Ревега";;
49,90451;28,58533;shop;supermarket;Наш Край;;
49,4225;26,99596;shop;supermarket;Сільпо;;
45,65801;29,84831;tourism;hotel;База відпочинку "Плай";;
50,47386;30,52577;tourism;attraction;Монітор «Железняков»;;
49,71565;28,83743;shop;supermarket;Грош експрес;;
44,50187;33,90012;tourism;attraction;Терновая роса;;
44,61115;33,49216;tourism;museum;Херсонес Таврический;;
51,64054;23,87626;tourism;information;Олтуш (BY) - Піща (UA);;
49,87111;24,03398;shop;outdoor;Balaton;;
49,86187;24,05154;shop;supermarket;Фуршет;;
45,4293;35,82441;shop;convenience;;;
45,42934;35,82428;shop;convenience;ПУД;Щёлкина улица,19;
45,42923;35,82455;shop;convenience;;;
45,42925;35,82461;shop;kiosk;;;
45,42939;35,82458;shop;convenience;;;
45,42952;35,8248;shop;kiosk;;;
50,58957;30,49446;tourism;museum;Музей гончарства;;
48,64905;39,11517;shop;convenience;;;
44,49279;34,09225;tourism;attraction;Учан-Су;;
44,53211;33,97573;tourism;camp_site;Коккозка;;
49,9904;36,20967;shop;supermarket;Десятка;;
49,9671;36,22056;shop;supermarket;АТБ;Москалівська вулиця,106;
49,68407;36,13052;shop;kiosk;;;
49,68388;36,0463;shop;kiosk;;;
49,68316;36,05258;shop;kiosk;;;
49,56212;32,07406;tourism;hotel;Колиба;;
48,67677;39,69197;shop;convenience;;;
48,7168;39,67301;shop;convenience;;;
50,74512;25,3159;tourism;hotel;Світязь;;
49,10595;28,47896;shop;convenience;;;
50,42264;30,68717;leisure;playground;;;
50,42244;30,68792;leisure;playground;;;
49,5416;22,58982;tourism;information;;;
49,75297;31,46011;tourism;viewpoint;;;
50,43723;30,53346;shop;kiosk;Кава;;
50,45005;30,44497;shop;car_repair;Шиномонтаж;;
50,45012;30,44456;shop;car_parts;Автотовари;;
49,58009;34,5145;shop;convenience;Продукти;;
49,57974;34,51459;shop;convenience;Юлія;;
47,50071;34,65574;shop;supermarket;АТБ;;
47,50223;34,6542;tourism;hotel;;;
47,50183;34,65499;tourism;hotel;;;
49,21183;28,42594;shop;convenience;ОККО;;
49,21883;28,43163;shop;kiosk;ОККО;;
49,25387;28,54906;shop;kiosk;NG;;
49,16998;28,67703;tourism;camp_site;Абрикос;;
49,18271;28,6498;shop;convenience;АЗС «Маркет-плюс»;;
49,22255;28,55418;shop;convenience;Старий Порт;;
49,22282;28,55275;shop;yes;WOG;;
49,23021;28,50807;shop;car_repair;СТО;;
49,23987;28,39998;shop;convenience;WOG;Зарванці, Молодіжна вулиця, 29;
49,58141;34,51698;shop;yes;Надежда;;
50,50248;30,60499;shop;supermarket;Сільпо;;
50,50253;30,59184;shop;supermarket;ЕКО-Маркет;;
50,43774;30,52702;shop;car;BMW, Rolls Royce;;
50,43678;30,53057;shop;convenience;Пані Бджілка;;
49,56524;34,51451;shop;beauty;Афродіта;;
49,56463;34,51399;leisure;sports_centre;Ластівка;;
49,56544;34,51147;shop;hairdresser;Наталка і Петро;;
49,56543;34,51167;shop;stationery;Cool School;;
49,56532;34,51233;shop;shoes;Каблучок;;
49,56484;34,51289;shop;convenience;Остров;;
50,37033;30,54742;shop;convenience;Да маркет;;
50,37259;30,54445;shop;kiosk;;;
50,38651;30,48104;shop;convenience;Гастроном;;
50,38438;30,48696;tourism;hotel;Голосіївський;;
50,427;30,67567;shop;kiosk;Фірмовий кіоск хлібокомбінату №11;;
48,52293;34,61477;tourism;artwork;Прометей;;
50,36389;30,55584;shop;convenience;;;
50,36412;30,55572;shop;convenience;;;
50,36443;30,55584;shop;convenience;Магазин "ФОРА";;
50,36327;30,55696;shop;hairdresser;;;
50,3637;30,55596;shop;hairdresser;;;
50,36279;30,55605;shop;kiosk;;;
50,36277;30,55589;shop;kiosk;Преса;;
50,36251;30,5565;shop;kiosk;Продукти;;
46,74542;36,80192;shop;supermarket;АТБ;Бердянськ, Східний проспект, 234;
46,75962;36,78319;shop;supermarket;Сільпо;;
49,23875;28,40354;shop;convenience;WOG;;
49,23944;28,40231;shop;yes;БРСМ-Нафта;;
49,15706;28,39675;tourism;guest_house;Лани;;
